6.02410	1660	0.0000
6.00601	1665	0.0000
5.98802	1670	0.0000
5.97015	1675	0.0000
5.95238	1680	0.0000
5.93472	1685	0.0000
5.91716	1690	0.0000
5.89971	1695	0.0000
5.88235	1700	0.0000
5.86510	1705	0.0000
5.84795	1710	0.0000
5.83090	1715	0.0000
5.81395	1720	0.0000
5.79710	1725	0.0000
5.78035	1730	0.0000
5.76369	1735	0.0000
5.74713	1740	0.0000
5.73066	1745	0.0000
5.71429	1750	0.0000
5.69801	1755	0.0000
5.68182	1760	0.0000
5.66572	1765	0.0000
5.64972	1770	0.0000
5.63380	1775	0.0000
5.61798	1780	0.0000
5.60224	1785	0.0000
5.58659	1790	0.0000
5.57103	1795	0.0000
5.55556	1800	0.0000
5.54017	1805	0.0000
5.52486	1810	0.0000
5.50964	1815	0.0000
5.49451	1820	0.0000
5.47945	1825	0.0000
5.46448	1830	0.0000
5.44959	1835	0.0000
5.43478	1840	0.0000
5.42005	1845	0.0000
5.40541	1850	0.0000
5.39084	1855	0.0000
5.37634	1860	0.0000
5.36193	1865	0.0000
5.34759	1870	0.0000
5.33333	1875	0.0000
5.31915	1880	0.0000
5.30504	1885	0.0000
5.29101	1890	0.0000
5.27704	1895	0.0000
5.26316	1900	0.0000
5.24934	1905	0.0000
5.23560	1910	0.0000
5.22193	1915	0.0000
5.20833	1920	0.0000
5.19481	1925	0.0000
5.18135	1930	0.0000
5.16796	1935	0.0000
5.15464	1940	0.0000
5.14139	1945	0.0000
5.12821	1950	0.0000
5.11509	1955	0.0000
5.10204	1960	0.0000
5.08906	1965	0.0000
5.07614	1970	0.0000
5.06329	1975	0.0000
5.05051	1980	0.0000
5.03778	1985	0.0000
5.02513	1990	0.0000
5.01253	1995	0.0000
5.00000	2000	1.0000
4.98753	2005	1.0000
4.97512	2010	1.0000
4.96278	2015	1.0000
4.95050	2020	1.0000
4.93827	2025	1.0000
4.92611	2030	1.0000
4.91400	2035	1.0000
4.90196	2040	1.0000
4.88998	2045	1.0000
4.87805	2050	1.0000
4.86618	2055	1.0000
4.85437	2060	1.0000
4.84262	2065	1.0000
4.83092	2070	1.0000
4.81928	2075	1.0000
4.80769	2080	1.0000
4.79616	2085	1.0000
4.78469	2090	1.0000
4.77327	2095	1.0000
4.76190	2100	1.0000
4.75059	2105	1.0000
4.73934	2110	1.0000
4.72813	2115	1.0000
4.71698	2120	1.0000
4.70588	2125	1.0000
4.69484	2130	1.0000
4.68384	2135	1.0000
4.67290	2140	1.0000
4.66200	2145	1.0000
4.65116	2150	1.0000
4.64037	2155	1.0000
4.62963	2160	1.0000
4.61894	2165	1.0000
4.60829	2170	1.0000
4.59770	2175	1.0000
4.58716	2180	1.0000
4.57666	2185	1.0000
4.56621	2190	1.0000
4.55581	2195	1.0000
4.54545	2200	1.0000
4.53515	2205	1.0000
4.52489	2210	1.0000
4.51467	2215	1.0000
4.50450	2220	1.0000
4.49438	2225	1.0000
4.48430	2230	1.0000
4.47427	2235	1.0000
4.46429	2240	1.0000
4.45434	2245	1.0000
4.44444	2250	1.0000
4.43459	2255	1.0000
4.42478	2260	1.0000
4.41501	2265	1.0000
4.40529	2270	1.0000
4.39560	2275	1.0000
4.38596	2280	1.0000
4.37637	2285	1.0000
4.36681	2290	1.0000
4.35730	2295	1.0000
4.34783	2300	1.0000
4.33839	2305	1.0000
4.32900	2310	1.0000
4.31965	2315	1.0000
4.31034	2320	1.0000
4.30108	2325	1.0000
4.29185	2330	1.0000
4.28266	2335	1.0000
4.27350	2340	1.0000
4.26439	2345	1.0000
4.25532	2350	1.0000
4.24628	2355	1.0000
4.23729	2360	1.0000
4.22833	2365	1.0000
4.21941	2370	1.0000
4.21053	2375	1.0000
4.20168	2380	1.0000
4.19287	2385	1.0000
4.18410	2390	1.0000
4.17537	2395	1.0000
4.16667	2400	1.0000
4.15800	2405	1.0000
4.14938	2410	1.0000
4.14079	2415	1.0000
4.13223	2420	1.0000
4.12371	2425	1.0000
4.11523	2430	1.0000
4.10678	2435	1.0000
4.09836	2440	1.0000
4.08998	2445	1.0000
4.08163	2450	1.0000
4.07332	2455	1.0000
4.06504	2460	1.0000
4.05680	2465	1.0000
4.04858	2470	1.0000
4.04040	2475	1.0000
4.03226	2480	1.0000
4.02414	2485	1.0000
4.01606	2490	1.0000
4.00802	2495	1.0000
4.00000	2500	1.0000
3.99202	2505	1.0000
3.98406	2510	1.0000
3.97614	2515	1.0000
3.96825	2520	1.0000
3.96040	2525	1.0000
3.95257	2530	1.0000
3.94477	2535	1.0000
3.93701	2540	1.0000
3.92927	2545	1.0000
3.92157	2550	1.0000
3.91389	2555	1.0000
3.90625	2560	1.0000
3.89864	2565	1.0000
3.89105	2570	1.0000
3.88350	2575	1.0000
3.87597	2580	1.0000
3.86847	2585	1.0000
3.86100	2590	1.0000
3.85356	2595	1.0000
3.84615	2600	1.0000
3.83877	2605	1.0000
3.83142	2610	1.0000
3.82409	2615	1.0000
3.81679	2620	1.0000
3.80952	2625	1.0000
3.80228	2630	1.0000
3.79507	2635	1.0000
3.78788	2640	1.0000
3.78072	2645	1.0000
3.77358	2650	1.0000
3.76648	2655	1.0000
3.75940	2660	1.0000
3.75235	2665	1.0000
3.74532	2670	1.0000
3.73832	2675	1.0000
3.73134	2680	1.0000
3.72439	2685	1.0000
3.71747	2690	1.0000
3.71058	2695	1.0000
3.70370	2700	1.0000
3.69686	2705	1.0000
3.69004	2710	1.0000
3.68324	2715	1.0000
3.67647	2720	1.0000
3.66972	2725	1.0000
3.66300	2730	1.0000
3.65631	2735	1.0000
3.64964	2740	1.0000
3.64299	2745	1.0000
3.63636	2750	1.0000
3.62976	2755	1.0000
3.62319	2760	1.0000
3.61664	2765	1.0000
3.61011	2770	1.0000
3.60360	2775	1.0000
3.59712	2780	1.0000
3.59066	2785	1.0000
3.58423	2790	1.0000
3.57782	2795	1.0000
3.57143	2800	1.0000
3.56506	2805	1.0000
3.55872	2810	1.0000
3.55240	2815	1.0000
3.54610	2820	1.0000
3.53982	2825	1.0000
3.53357	2830	1.0000
3.52734	2835	1.0000
3.52113	2840	1.0000
3.51494	2845	1.0000
3.50877	2850	1.0000
3.50263	2855	1.0000
3.49650	2860	1.0000
3.49040	2865	1.0000
3.48432	2870	1.0000
3.47826	2875	1.0000
3.47222	2880	1.0000
3.46620	2885	1.0000
3.46021	2890	1.0000
3.45423	2895	1.0000
3.44828	2900	1.0000
3.44234	2905	1.0000
3.43643	2910	1.0000
3.43053	2915	1.0000
3.42466	2920	1.0000
3.41880	2925	1.0000
3.41297	2930	1.0000
3.40716	2935	1.0000
3.40136	2940	1.0000
3.39559	2945	1.0000
3.38983	2950	1.0000
3.38409	2955	1.0000
3.37838	2960	1.0000
3.37268	2965	1.0000
3.36700	2970	1.0000
3.36134	2975	1.0000
3.35570	2980	1.0000
3.35008	2985	1.0000
3.34448	2990	1.0000
3.33890	2995	1.0000
3.33333	3000	1.0000
3.32779	3005	1.0000
3.32226	3010	1.0000
3.31675	3015	1.0000
3.31126	3020	1.0000
3.30579	3025	1.0000
3.30033	3030	1.0000
3.29489	3035	1.0000
3.28947	3040	1.0000
3.28407	3045	1.0000
3.27869	3050	1.0000
3.27332	3055	1.0000
3.26797	3060	1.0000
3.26264	3065	1.0000
3.25733	3070	1.0000
3.25203	3075	1.0000
3.24675	3080	1.0000
3.24149	3085	1.0000
3.23625	3090	1.0000
3.23102	3095	1.0000
3.22581	3100	1.0000
3.22061	3105	1.0000
3.21543	3110	1.0000
3.21027	3115	1.0000
3.20513	3120	1.0000
3.20000	3125	1.0000
3.19489	3130	1.0000
3.18979	3135	1.0000
3.18471	3140	1.0000
3.17965	3145	1.0000
3.17460	3150	1.0000
3.16957	3155	1.0000
3.16456	3160	1.0000
3.15956	3165	1.0000
3.15457	3170	1.0000
3.14961	3175	1.0000
3.14465	3180	1.0000
3.13972	3185	1.0000
3.13480	3190	1.0000
3.12989	3195	1.0000
3.12500	3200	1.0000
3.12012	3205	1.0000
3.11526	3210	1.0000
3.11042	3215	1.0000
3.10559	3220	1.0000
3.10078	3225	1.0000
3.09598	3230	1.0000
3.09119	3235	1.0000
3.08642	3240	1.0000
3.08166	3245	1.0000
3.07692	3250	1.0000
3.07220	3255	1.0000
3.06748	3260	1.0000
3.06279	3265	1.0000
3.05810	3270	1.0000
3.05344	3275	1.0000
3.04878	3280	1.0000
3.04414	3285	1.0000
3.03951	3290	1.0000
3.03490	3295	1.0000
3.03030	3300	1.0000
3.02572	3305	1.0000
3.02115	3310	1.0000
3.01659	3315	1.0000
3.01205	3320	1.0000
3.00752	3325	1.0000
3.00300	3330	0.0000
