6.024096 1660.000000 0.000000
5.998800239952009505e+00 1.667000000000000000e+03 3.549785719602714208e-40
5.963029218843172607e+00 1.677000000000000000e+03 2.740626817426361177e-36
5.927682276229994329e+00 1.687000000000000000e+03 1.001531618825682003e-32
5.892751915144372354e+00 1.697000000000000000e+03 1.822771945256418838e-29
5.858230814294083544e+00 1.707000000000000000e+03 1.733775699077526803e-26
5.824111822947000583e+00 1.717000000000000000e+03 9.021542783294815962e-24
5.790387955993051783e+00 1.727000000000000000e+03 2.681417902275024328e-21
5.757052389176741336e+00 1.737000000000000000e+03 4.742260316922422420e-19
5.724098454493417698e+00 1.747000000000000000e+03 5.186758001483693619e-17
5.691519635742743333e+00 1.757000000000000000e+03 3.638290477585118598e-15
5.659309564233163670e+00 1.767000000000000000e+03 1.693853750818177290e-13
5.627462014631401388e+00 1.777000000000000000e+03 5.405542266236296976e-12
5.595970900951314775e+00 1.787000000000000000e+03 1.218853970643281858e-10
5.564830272676683620e+00 1.797000000000000000e+03 1.997875880752160688e-09
5.534034311012728580e+00 1.807000000000000000e+03 2.444950572085340538e-08
5.503577325261419517e+00 1.817000000000000000e+03 2.290312950580420519e-07
5.473453749315818406e+00 1.827000000000000000e+03 1.681015122602347245e-06
5.443658138268916424e+00 1.837000000000000000e+03 9.879875548245044807e-06
5.414185165132647803e+00 1.847000000000000000e+03 4.745024756408162888e-05
5.385029617662897117e+00 1.857000000000000000e+03 1.897667137327621405e-04
5.356186395286555602e+00 1.867000000000000000e+03 6.431263770253275655e-04
5.327650506126798469e+00 1.877000000000000000e+03 1.877193720203319165e-03
5.299417064122946108e+00 1.887000000000000000e+03 4.790377333449263170e-03
5.271481286241433750e+00 1.897000000000000000e+03 1.083643769995710181e-02
5.243838489774515388e+00 1.907000000000000000e+03 2.200854917835488173e-02
5.216484089723526729e+00 1.917000000000000000e+03 4.060370512489087230e-02
5.189413596263622530e+00 1.927000000000000000e+03 6.878047962166169982e-02
5.162622612287042223e+00 1.937000000000000000e+03 1.080301452831905762e-01
5.136106831022085650e+00 1.947000000000000000e+03 1.587386317835130511e-01
5.109862033725089070e+00 1.957000000000000000e+03 2.199893417996823808e-01
5.083884087442806177e+00 1.967000000000000000e+03 2.896632568527061635e-01
5.058168942842691251e+00 1.977000000000000000e+03 3.647866315004040794e-01
5.032712632108706785e+00 1.987000000000000000e+03 4.420073574055403132e-01
5.007511266900350755e+00 1.997000000000000000e+03 5.180682463287122896e-01
4.982561036372695540e+00 2.007000000000000000e+03 5.901779736484895622e-01
4.957858205255329942e+00 2.017000000000000000e+03 6.562324754985449093e-01
4.933399111988159724e+00 2.027000000000000000e+03 7.148875240869507763e-01
4.909180166912125998e+00 2.037000000000000000e+03 7.655141191020665703e-01
4.885197850512946083e+00 2.047000000000000000e+03 8.080802784987497489e-01
4.861448711716091609e+00 2.057000000000000000e+03 8.430004961781052408e-01
4.837929366231253248e+00 2.067000000000000000e+03 8.709842308507443898e-01
4.814636494944632084e+00 2.077000000000000000e+03 8.929029196026585513e-01
4.791566842357450895e+00 2.087000000000000000e+03 9.096846234858660951e-01
4.768717215069146143e+00 2.097000000000000000e+03 9.222379434051228841e-01
4.746084480303749409e+00 2.107000000000000000e+03 9.314023698406981300e-01
4.723665564478034540e+00 2.117000000000000000e+03 9.379201544076531949e-01
4.701457451810060917e+00 2.127000000000000000e+03 9.424243358256343406e-01
4.679457182966776152e+00 2.137000000000000000e+03 9.454380213157165258e-01
4.657661853749417880e+00 2.147000000000000000e+03 9.473809038686573647e-01
4.636068613815484518e+00 2.157000000000000000e+03 9.485799607635517772e-01
4.614674665436086620e+00 2.167000000000000000e+03 9.492821530454077505e-01
4.593477262287551710e+00 2.177000000000000000e+03 9.496676554005546445e-01
4.572473708276177717e+00 2.187000000000000000e+03 9.498626782438890359e-01
4.551661356395084290e+00 2.197000000000000000e+03 9.499513176502601963e-01
4.531037607612143248e+00 2.207000000000000000e+03 9.499861153479088882e-01
4.510599909788001405e+00 2.217000000000000000e+03 9.499971633194350673e-01
4.490345756623259632e+00 2.227000000000000000e+03 9.499996748420445059e-01
4.470272686633884440e+00 2.237000000000000000e+03 9.499999893980058951e-01
4.450378282153983456e+00 2.247000000000000000e+03 9.499999999983986809e-01
4.430660168365086804e+00 2.257000000000000000e+03 9.499999997415861097e-01
4.411116012351125271e+00 2.267000000000000000e+03 9.499999469822908438e-01
4.391743522178304993e+00 2.277000000000000000e+03 9.499991490386547888e-01
4.372540445999125502e+00 2.287000000000000000e+03 9.499943644475182802e-01
4.353504571179799498e+00 2.297000000000000000e+03 9.499763239538363546e-01
4.334633723450368237e+00 2.307000000000000000e+03 9.499246714934133085e-01
4.315925766076823322e+00 2.317000000000000000e+03 9.498013306625192609e-01
4.297378599054576753e+00 2.327000000000000000e+03 9.495423144971599783e-01
4.278990158322636184e+00 2.337000000000000000e+03 9.490480256025239925e-01
4.260758414997869892e+00 2.347000000000000000e+03 9.481721535455515104e-01
4.242681374628765489e+00 2.357000000000000000e+03 9.467093865749292014e-01
4.224757076468103278e+00 2.367000000000000000e+03 9.443823409729166229e-01
4.206983592763988256e+00 2.377000000000000000e+03 9.408284047892422342e-01
4.189359028068705193e+00 2.387000000000000000e+03 9.355876265728118035e-01
