4.171881518564872771e+00 2.397000000000000000e+03 9.280933820143213442e-01
4.154549231408392274e+00 2.407000000000000000e+03 9.176683311525075659e-01
4.137360364087712128e+00 2.417000000000000000e+03 9.035291029416503417e-01
4.120313143798928657e+00 2.427000000000000000e+03 8.848041031434692449e-01
4.103405826836274528e+00 2.437000000000000000e+03 8.605696054925210392e-01
4.086636697997548140e+00 2.447000000000000000e+03 8.299094576186096806e-01
4.070004070004070051e+00 2.457000000000000000e+03 7.920027216266528614e-01
4.053506282934738358e+00 2.467000000000000000e+03 7.462406254021738405e-01
4.037141703673799320e+00 2.477000000000000000e+03 6.923685754785735558e-01
4.020908725371934445e+00 2.487000000000000000e+03 6.306402778930948472e-01
4.004805766920304322e+00 2.497000000000000000e+03 5.619597607840386422e-01
3.988831272437175723e+00 2.507000000000000000e+03 4.879754666444980904e-01
3.972983710766786025e+00 2.517000000000000000e+03 4.110829370554841544e-01
3.957261574990107000e+00 2.527000000000000000e+03 3.342952207316917113e-01
3.941663381947181577e+00 2.537000000000000000e+03 2.609593607340983112e-01
3.926187671770710708e+00 2.547000000000000000e+03 1.943358138136511704e-01
3.910833007430582597e+00 2.557000000000000000e+03 1.371094669321434034e-01
3.895597974289053411e+00 2.567000000000000000e+03 9.094840304099206796e-02
3.880481179666278813e+00 2.577000000000000000e+03 5.624362883715689626e-02
3.865481252415925884e+00 2.587000000000000000e+03 3.212746215280713052e-02
3.850596842510589202e+00 2.597000000000000000e+03 1.677999768070529904e-02
3.835826620636747286e+00 2.607000000000000000e+03 7.924952408712982593e-03
3.821169277799006281e+00 2.617000000000000000e+03 3.343737996265054666e-03
3.806623524933383962e+00 2.627000000000000000e+03 1.243882389758204851e-03
3.792188092529389376e+00 2.637000000000000000e+03 4.021902972823962604e-04
3.777861730260672513e+00 2.647000000000000000e+03 1.112932546157674278e-04
3.763643206624012194e+00 2.657000000000000000e+03 2.591966358206185841e-05
3.749531308586426803e+00 2.667000000000000000e+03 4.989781948103096843e-06
3.735524841240194238e+00 2.677000000000000000e+03 7.787444648529180170e-07
3.721622627465575039e+00 2.687000000000000000e+03 9.649623776931552243e-08
3.707823507601038404e+00 2.697000000000000000e+03 9.283449615594944146e-09
3.694126339120797908e+00 2.707000000000000000e+03 6.769913655660216367e-10
3.680529996319469976e+00 2.717000000000000000e+03 3.647542509825749740e-11
3.667033370003667248e+00 2.727000000000000000e+03 1.412780684616157940e-12
3.653635367190354533e+00 2.737000000000000000e+03 3.820599163412133706e-14
3.640334910811794611e+00 2.747000000000000000e+03 6.993154563197226049e-16
3.627130939426913336e+00 2.757000000000000000e+03 8.381945488273205348e-18
3.614022406938922849e+00 2.767000000000000000e+03 6.351827570723194795e-20
3.601008282319049236e+00 2.777000000000000000e+03 2.931956517319729198e-22
3.588087549336203885e+00 2.787000000000000000e+03 7.924607673318206264e-25
3.575259206292456415e+00 2.797000000000000000e+03 1.202850988956703985e-27
3.562522265764160867e+00 2.807000000000000000e+03 9.810012554242047570e-31
3.549875754348597923e+00 2.817000000000000000e+03 4.102788366115642337e-34
3.537318712415988831e+00 2.827000000000000000e+03 8.376199356847784041e-38
3.524850193866760684e+00 2.837000000000000000e+03 7.925332571331763886e-42
3.512469265893923609e+00 2.847000000000000000e+03 3.290267742765628306e-46
3.500175008750437300e+00 2.857000000000000000e+03 5.658263963474835174e-51
3.487966515521450983e+00 2.867000000000000000e+03 3.793847481261608827e-56
3.475842891901286258e+00 2.877000000000000000e+03 9.306699706446400097e-62
3.463803255975060669e+00 2.887000000000000000e+03 7.813199598048852946e-68
3.451846738004832549e+00 2.897000000000000000e+03 2.092938718928757652e-74
3.439972480220158335e+00 2.907000000000000000e+03 1.662220201339696173e-81
3.428179636612958436e+00 2.917000000000000000e+03 3.624280434142316843e-89
3.416467372736590402e+00 2.927000000000000000e+03 2.001670108916983870e-97
3.404834865509022812e+00 2.937000000000000000e+03 2.574119067474015171e-106
3.393281303020020179e+00 2.947000000000000000e+03 7.058317865306492109e-116
3.381805884342238944e+00 2.957000000000000000e+03 3.764220560544320758e-126
3.370407819346140865e+00 2.967000000000000000e+03 3.546980073797258262e-137
3.359086328518642972e+00 2.977000000000000000e+03 5.342614481985488065e-149
3.347840642785403276e+00 2.987000000000000000e+03 1.158786472846436222e-161
3.336670003336669854e+00 2.997000000000000000e+03 3.245935622614906906e-175
3.325573661456601382e+00 3.007000000000000000e+03 1.048412307230921456e-189
3.314550878355982722e+00 3.017000000000000000e+03 3.470017126374794871e-205
3.303600925008259193e+00 3.027000000000000000e+03 1.040922493943874825e-221
3.292723081988804701e+00 3.037000000000000000e+03 2.490839278691388510e-239
3.281916639317361550e+00 3.047000000000000000e+03 4.163746795495366922e-258
3.271180896303565788e+00 3.057000000000000000e+03 4.236097230190723960e-278
3.260515161395500350e+00 3.067000000000000000e+03 2.273138678018235400e-299
3.249918752031199176e+00 3.077000000000000000e+03 5.533535233421961295e-322
3.239390994493035247e+00 3.087000000000000000e+03 0.000000000000000000e+00
3.228931223764933911e+00 3.097000000000000000e+03 0.000000000000000000e+00
3.218538783392340008e+00 3.107000000000000000e+03 0.000000000000000000e+00
3.208213025344882841e+00 3.117000000000000000e+03 0.000000000000000000e+00
3.197953309881675921e+00 3.127000000000000000e+03 0.000000000000000000e+00
3.187759005419190217e+00 3.137000000000000000e+03 0.000000000000000000e+00
3.177629488401652491e+00 3.147000000000000000e+03 0.000000000000000000e+00
3.167564143173899449e+00 3.157000000000000000e+03 0.000000000000000000e+00
3.157562361856646849e+00 3.167000000000000000e+03 0.000000000000000000e+00
3.147623544224110947e+00 3.177000000000000000e+03 0.000000000000000000e+00
3.137747097583934774e+00 3.187000000000000000e+03 0.000000000000000000e+00
3.127932436659368154e+00 3.197000000000000000e+03 0.000000000000000000e+00
3.118178983473651300e+00 3.207000000000000000e+03 0.000000000000000000e+00
3.108486167236555797e+00 3.217000000000000000e+03 0.000000000000000000e+00
3.098853424233033671e+00 3.227000000000000000e+03 0.000000000000000000e+00
3.089280197713932807e+00 3.237000000000000000e+03 0.000000000000000000e+00
3.079765937788728092e+00 3.247000000000000000e+03 0.000000000000000000e+00
3.070310101320233187e+00 3.257000000000000000e+03 0.000000000000000000e+00
3.060912151821242766e+00 3.267000000000000000e+03 0.000000000000000000e+00
3.051571559353067009e+00 3.277000000000000000e+03 0.000000000000000000e+00
3.042287800425920175e+00 3.287000000000000000e+03 0.000000000000000000e+00
3.033060357901122384e+00 3.297000000000000000e+03 0.000000000000000000e+00
3.023888720895071103e+00 3.307000000000000000e+03 0.000000000000000000e+00
3.014772384684956119e+00 3.317000000000000000e+03 0.000000000000000000e+00
3.005710850616170937e+00 3.327000000000000000e+03 0.000000000000000000e+00
2.994011 3340.000000 0.001635
