   1.5    .83
   2.     .83
   2.5    .68
   2.7    .42
   3.0    .08
   3.5    .16
   4.     .19
   4.5    .26
   5.     .29
   6.     .27
   7.     .15
   8.     .15
  10.     .17
  12.     .19
  14.     .22
