   0.3    .07
    .45   .275
    .60   .4
    .7    .5
    .8    .52
    .9    .53
   1.     .52
   1.1    .52
   1.2    .51
   1.3    .51
   1.4    .50
   1.5    .42
   1.6    .445
   1.7    .445
   1.8    .44
   1.9    .35
   2.     .365
   2.1    .325
   2.2    .35
   2.3    .3
   2.4    .295
   2.5    .24
